scenario,question,attr1,attr2,attr3,attr4,attr5,attr1_min,attr2_min,attr3_min,attr4_min,attr5_min,attr1_max,attr2_max,attr3_max,attr4_max,attr5_max
receiving_blanket,Imagine you are Hestia. Which receiving blanket would you prefer?,softness_rating,thickness,breathability_rating,size,stretch_factor,1.0,0.5,1.0,576.0,5.0,10.0,3.0,10.0,1296.0,30.0
candlestick_holder,Imagine you are Menolly. Which candlestick holder would you prefer?,holder_height,base_diameter,stability_rating,ornamental_complexity,wax_catch_capacity,3.0,3.0,1.0,1.0,0.0,24.0,8.0,10.0,10.0,4.0
radon_test,Imagine you are Queen Twosret. Which radon test kit would you prefer?,testing_duration,accuracy_level,lab_turnaround,detection_range,shelf_life,2.0,90.0,1.0,0.1,6.0,90.0,99.9,14.0,100.0,24.0
wheelchair,Imagine you are Al-Kindi. Which wheelchair would you prefer?,weight_capacity,seat_width,turning_radius,product_weight,cushion_thickness,250.0,16.0,24.0,15.0,1.0,700.0,30.0,48.0,45.0,4.0
pizza_cutter,Imagine you are Simon Arthur. Which pizza cutter would you prefer?,blade_diameter,handle_length,blade_thickness,grip_comfort,durability,2.0,3.0,0.5,1.0,1.0,5.0,8.0,3.0,10.0,10.0
leather_dye,Imagine you are Margot Robbie. Which leather dye would you prefer?,color_fastness,drying_time,coverage_area,water_resistance,color_richness,3.0,15.0,2.0,1.0,60.0,24.0,120.0,12.0,48.0,100.0
voip_phone,Imagine you are Aslan. Which VoIP desk phone would you prefer?,display_size,programmable_buttons,audio_quality,simultaneous_lines,phonebook_capacity,2.5,4.0,8.0,1.0,100.0,7.0,32.0,48.0,12.0,1000.0
displayport_cable,Imagine you are Ibn Fadlan. Which DisplayPort cable would you prefer?,cable_length,bend_radius,connector_durability,maximum_bandwidth,cable_thickness,3.0,20.0,1000.0,17.0,4.0,25.0,100.0,10000.0,80.0,12.0
stool,Imagine you are Sophia Petrillo. Which bar stool would you prefer?,seat_height,seat_diameter,cushion_thickness,footrest_height,swivel_range,24.0,12.0,1.0,6.0,0.0,32.0,18.0,4.0,12.0,360.0
croquet_set,Imagine you are Hellboy. Which croquet set would you prefer?,mallet_weight,mallet_handle_length,ball_hardness,wicket_thickness,carrying_case_durability,12.0,24.0,70.0,4.0,2.0,24.0,36.0,90.0,8.0,10.0
water_purifier,Imagine you are Tsukuyomi. Which water purifier would you prefer?,filtration_rate,filter_lifespan,contaminant_removal,water_waste,tank_capacity,10.0,500.0,90.0,5.0,0.5,50.0,2000.0,99.9,30.0,3.0
bias_tape_maker,Imagine you are Thoth. Which bias tape maker would you prefer?,tape_width_options,folding_consistency,processing_speed,ease_of_threading,heat_resistance,1.0,1.0,2.0,1.0,200.0,8.0,10.0,20.0,10.0,500.0
embroidery_floss,Imagine you are Rosalind Franklin. Which embroidery floss would you prefer?,thread_strength,color_fastness,strand_count,sheen_level,thread_length,1.0,10.0,3.0,10.0,5.0,5.0,100.0,8.0,90.0,50.0
sweater,Imagine you are Queen Lakshmi Bai. Which wool sweater would you prefer?,wool_content,warmth_rating,softness_rating,stretch_factor,pilling_resistance,50.0,1.0,1.0,5.0,5.0,100.0,5.0,10.0,30.0,50.0
sculpture,Imagine you are Pakhom. Which decorative sculpture would you prefer?,height,visual_complexity,surface_reflectivity,weight,viewing_angles,6.0,1.0,5.0,2.0,90.0,48.0,20.0,95.0,50.0,360.0
air_freshener,Imagine you are Mansa Musa. Which air freshener would you prefer?,scent_duration,scent_strength,natural_ingredients_percentage,coverage_area,allergen_reduction,2.0,1.0,0.0,100.0,0.0,48.0,10.0,100.0,1000.0,95.0
loafers,Imagine you are Robert Koch. Which pair of loafers would you prefer?,cushioning_thickness,flexibility_rating,arch_support_rating,breathability_rating,grip_rating,2.0,1.0,1.0,1.0,1.0,12.0,10.0,10.0,10.0,10.0
reading_magnifier,Imagine you are Offred. Which reading magnifier would you prefer?,viewing_area,magnification_power,light_duration,stand_height,neck_flexibility,4.0,1.5,2.0,6.0,90.0,25.0,5.0,12.0,18.0,360.0
beads,Imagine you are Queen Sennedjem. Which set of craft beads would you prefer?,bead_quantity,color_variety,bead_uniformity,hole_diameter,shine_rating,100.0,5.0,80.0,0.5,10.0,1000.0,50.0,100.0,3.0,100.0
fax_machine,Imagine you are Artemisia I of Caria. Which fax machine would you prefer?,transmission_speed,paper_capacity,memory_capacity,speed_dial_slots,resolution,3.0,50.0,25.0,8.0,200.0,15.0,500.0,500.0,100.0,600.0
blanket,Imagine you are Rachel Fuller Brown. Which blanket would you prefer?,warmth_rating,size,softness_rating,breathability,durability,3.0,3600.0,200.0,500.0,100.0,15.0,8000.0,600.0,2000.0,500.0
sheets,Imagine you are Darth Maul. Which bed sheets would you prefer?,thread_count,softness_rating,breathability_score,wrinkle_resistance,durability_rating,200.0,1.0,1.0,1.0,1.0,1000.0,10.0,10.0,10.0,10.0
hammock,Imagine you are Queen Boran. Which hammock would you prefer?,weight_capacity,fabric_breathability,length,width,uv_resistance,250.0,1.0,96.0,48.0,6.0,800.0,10.0,144.0,84.0,48.0
card_sleeves,Imagine you are Genie. Which card sleeves would you prefer?,thickness,clarity,shuffle_smoothness,uv_protection,corner_durability,40.0,80.0,60.0,0.0,70.0,120.0,100.0,100.0,99.0,100.0
diamond_earrings,Imagine you are King Leonidas. Which diamond earrings would you prefer?,total_carat_weight,clarity_rating,brilliance_rating,color_grade,symmetry_rating,0.25,1.0,1.0,1.0,1.0,5.0,10.0,10.0,10.0,10.0
clay,Imagine you are Rick Sanchez. Which type of clay would you prefer?,plasticity,shrinkage_rate,working_time,particle_fineness,firing_range,15.0,4.0,20.0,60.0,1800.0,35.0,12.0,60.0,200.0,2400.0
roasting_pan,Imagine you are a puppeteer. Which roasting pan would you prefer?,depth,heat_capacity,scratch_resistance,handle_comfort,nonstick_effectiveness,2.0,2.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0
keyboard,Imagine you are Pierre-Auguste Renoir. Which keyboard would you prefer?,key_travel,actuation_force,noise_level,battery_life,weight,1.0,35.0,30.0,100.0,500.0,4.0,80.0,70.0,1000.0,2000.0
hair_extensions,Imagine you are Anna Karenina. Which hair extensions would you prefer?,hair_length,strand_thickness,durability_rating,natural_shine,color_match_accuracy,8.0,50.0,3.0,1.0,70.0,30.0,120.0,12.0,10.0,100.0
envelope,Imagine you are Humbert Humbert. Which envelope would you prefer for sending an important document?,tear_resistance,water_resistance,adhesive_strength,transparency_resistance,cushioning_thickness,2.0,1.0,0.5,90.0,0.1,15.0,60.0,5.0,100.0,5.0
laptop_sleeve,Imagine you are Tarsila do Amaral. Which laptop sleeve would you prefer?,padding_thickness,water_resistance_rating,heat_dissipation,scratch_resistance,grip_surface_area,2.0,0.0,10.0,1.0,2.0,15.0,7.0,50.0,9.0,12.0
3d_printer,Imagine you are Queen Penthesilea. Which 3D printer would you prefer?,build_volume,print_speed,layer_resolution,nozzle_temperature,noise_level,1000.0,20.0,20.0,180.0,40.0,8000.0,150.0,300.0,300.0,70.0
egg_separator,Imagine you are Galileo Galilei. Which egg separator would you prefer?,separation_speed,yolk_integrity,white_retention,drip_prevention,cleaning_ease,3.0,80.0,85.0,70.0,5.0,15.0,100.0,100.0,100.0,30.0
cereal,Imagine you are Jean Valjean. Which cereal would you prefer?,fiber_content,crunchiness_rating,vitamin_content,serving_size,milk_absorption_time,0.0,1.0,0.0,30.0,1.0,12.0,10.0,100.0,60.0,15.0
wind_turbine,Imagine you are Lena Horne. Which home wind turbine would you prefer?,rated_power,start_up_wind_speed,noise_level,height,lifespan,400.0,5.0,35.0,20.0,10.0,3000.0,12.0,60.0,60.0,25.0
ereader,Imagine you are an urban planner. Which e-reader would you prefer?,screen_size,storage_capacity,battery_life,screen_resolution,front_light_brightness,6.0,8.0,168.0,167.0,50.0,10.0,32.0,336.0,300.0,200.0
water,Imagine you are Hannibal Barca. Which water would you prefer?,mineral_content,ph_level,bottle_size,alkalinity,purity_level,50.0,6.5,8.0,20.0,0.0,500.0,9.5,64.0,200.0,500.0
plastic_wrap,Imagine you are Pablo Picasso. Which plastic wrap would you prefer?,cling_strength,width,roll_length,tear_resistance,thickness,50.0,12.0,100.0,2.0,8.0,200.0,18.0,400.0,10.0,25.0
frying_pan,Imagine you are Ibn Battuta. Which frying pan would you prefer?,diameter,heat_distribution,handle_length,durability,heat_retention,8.0,1.0,6.0,2.0,5.0,14.0,10.0,12.0,15.0,30.0
mod_podge,Imagine you are Narcissus. Which decoupage glue would you prefer?,drying_time,coverage_area,durability_rating,gloss_level,water_resistance,15.0,1.0,1.0,0.0,1.0,60.0,5.0,10.0,100.0,24.0
smart_lock,Imagine you are a cattle rancher. Which smart lock would you prefer?,battery_life,unlock_speed,wireless_range,number_of_access_codes,activity_log_storage,3.0,0.5,30.0,10.0,30.0,12.0,3.0,100.0,100.0,365.0
briefs,Imagine you are an ethnomusicologist. Which briefs would you prefer?,breathability_rating,stretch_factor,moisture_wicking,softness_rating,durability_rating,1.0,5.0,1.0,1.0,30.0,10.0,30.0,10.0,10.0,200.0
skincare_device,Imagine you are Queen Merneith. Which all-in-one skincare device would you prefer?,treatment_modes,battery_life,treatment_coverage_area,intensity_levels,warranty_duration,3.0,30.0,10.0,3.0,12.0,12.0,180.0,50.0,20.0,60.0
coloring_book,Imagine you are Pachacuti. Which coloring book would you prefer?,page_count,paper_thickness,image_complexity,binding_durability,image_variety,30.0,100.0,20.0,500.0,1.0,120.0,200.0,200.0,5000.0,10.0
treadmill,Imagine you are Dorothy Zbornak. Which treadmill would you prefer?,max_speed,incline_range,belt_width,belt_length,cushioning_level,8.0,10.0,16.0,45.0,1.0,15.0,40.0,22.0,60.0,10.0
cabinet,Imagine you are Despereaux Tilling. Which storage cabinet would you prefer?,storage_volume,shelf_count,shelf_weight_capacity,door_swing_clearance,moisture_resistance,10.0,2.0,20.0,12.0,1.0,50.0,8.0,100.0,36.0,10.0
lug_wrench,Imagine you are Boudicca. Which lug wrench would you prefer?,handle_length,socket_count,torque_capacity,weight,grip_length,14.0,2.0,200.0,2.0,3.0,24.0,4.0,400.0,6.0,8.0
mechanical_keyboard,Imagine you are Cúchulainn. Which mechanical keyboard would you prefer?,key_travel_distance,actuation_force,noise_level,durability,response_time,2.0,35.0,30.0,50.0,1.0,4.0,80.0,70.0,100.0,5.0
coffee_mug,Imagine you are Serena Williams. Which coffee mug would you prefer?,capacity,heat_retention,handle_size,stability_base_width,lip_thickness,8.0,15.0,1.0,2.5,3.0,20.0,120.0,3.0,4.0,8.0
badge_maker,Imagine you are Ibn Rushd. Which badge making system would you prefer?,production_speed,material_compatibility,print_resolution,durability_rating,color_accuracy,20.0,1.0,300.0,3000.0,80.0,200.0,10.0,1200.0,50000.0,99.0
suitcase,Imagine you are Princess Leia Organa. Which suitcase would you prefer?,capacity,wheel_durability,empty_weight,impact_resistance,waterproof_rating,40.0,100.0,6.0,3.0,10.0,120.0,1000.0,15.0,15.0,120.0
mobile,Imagine you are Elizabeth Kenny. Which crib mobile would you prefer?,rotation_time,number_of_toys,music_duration,arm_length,volume_levels,10.0,3.0,5.0,8.0,3.0,45.0,8.0,30.0,16.0,10.0
dish_towel,Imagine you are Captain Benjamin Sisko. Which dish towel would you prefer?,absorbency_capacity,drying_time,fabric_thickness,lint_resistance,color_fade_resistance,50.0,20.0,0.5,20.0,30.0,200.0,120.0,3.0,100.0,200.0
pizza_peel,Imagine you are a paper conservator. Which pizza peel would you prefer?,paddle_width,handle_length,thickness,weight,paddle_taper_length,12.0,24.0,2.0,16.0,1.0,24.0,48.0,8.0,48.0,4.0
mittens,Imagine you are a radio astronomer. Which pair of mittens would you prefer?,insulation_rating,thumb_space,wrist_elastic_stretch,palm_padding,water_resistance_rating,1.0,20.0,1.0,1.0,1.0,10.0,50.0,4.0,8.0,12.0
ice_tray,Imagine you are Winslow Homer. Which ice cube tray would you prefer?,cube_size,number_of_cubes,ease_of_removal,durability,stackability,1.0,6.0,1.0,1.0,1.0,8.0,24.0,10.0,5.0,6.0
aeropress,Imagine you are Elizabeth Bennet. Which Aeropress would you prefer?,plunger_smoothness,seal_durability,heat_retention,filter_compatibility,cleaning_ease,1.0,6.0,2.0,1.0,15.0,10.0,24.0,15.0,5.0,60.0
milk,Imagine you are Chewbacca. Which milk would you prefer?,fat_content,protein_content,calcium_content,freshness_duration,creaminess_rating,0.0,6.0,250.0,7.0,1.0,4.0,12.0,400.0,21.0,10.0
laser_cutter,Imagine you are Virgil Abloh. Which laser cutter would you prefer?,cutting_area,laser_power,cutting_speed,positioning_accuracy,material_thickness_capacity,100.0,30.0,10.0,50.0,3.0,1000.0,150.0,600.0,500.0,25.0
account,Imagine you are Georgia O'Keeffe. Which type of bank account would you prefer?,interest_rate,monthly_transactions,minimum_balance,withdrawal_limit,online_bill_pay_services,0.01,3.0,0.0,100.0,0.0,4.0,1000.0,10000.0,5000.0,20000.0
minor,Imagine you are Askia Muhammad I. Which college minor would you prefer?,skill_complementarity,additional_credits,career_versatility,course_flexibility,employer_demand,1.0,12.0,1.0,2.0,10.0,10.0,30.0,10.0,15.0,90.0
batteries,Imagine you are Jay Gatsby. Which flashlight batteries would you prefer?,battery_capacity,shelf_life,operating_temperature_range,recharge_cycles,discharge_rate,1000.0,5.0,-20.0,300.0,1.0,3500.0,20.0,140.0,2000.0,10.0
cradle,Imagine you are Dorian Gray. Which baby cradle would you prefer?,weight_capacity,mattress_height_settings,rocking_angle,assembly_time,storage_space,15.0,2.0,5.0,10.0,1.0,40.0,6.0,20.0,60.0,5.0
cabin,Imagine you are Hathor. Which vacation cabin would you prefer?,distance_to_lake,interior_space,hiking_trails_nearby,drive_time_from_city,tree_coverage,10.0,400.0,0.0,30.0,20.0,1000.0,2000.0,50.0,240.0,95.0
all_in_one_printer,Imagine you are Tu Youyou. Which all-in-one printer would you prefer?,print_speed,scan_resolution,paper_capacity,duty_cycle,wireless_range,5.0,600.0,50.0,1000.0,15.0,40.0,4800.0,500.0,50000.0,100.0
card_game,Imagine you are Omar Khayyam. Which card game would you prefer to play?,round_duration,player_capacity,skill_ceiling,hand_size,deck_size,1.0,2.0,1.0,2.0,24.0,30.0,10.0,60.0,13.0,108.0
cardigan,Imagine you are Frédéric Chopin. Which cardigan would you prefer to wear?,length,wool_content,warmth_rating,stretch_factor,button_count,22.0,0.0,1.0,5.0,3.0,34.0,100.0,5.0,30.0,8.0
ear_drops,Imagine you are a trauma surgeon. Which ear drops would you prefer?,duration_of_effect,drop_size,drops_per_bottle,shelf_life,drip_control_accuracy,4.0,20.0,50.0,12.0,70.0,24.0,100.0,200.0,36.0,100.0
epsom_salt,Imagine you are Naomi Osaka. Which Epsom salt bath product would you prefer?,magnesium_content,scent_strength,dissolution_time,package_size,crystal_size,10.0,1.0,2.0,1.0,1.0,30.0,10.0,15.0,8.0,10.0
pizza,Imagine you are Gandalf. Which pizza would you prefer?,crust_thickness,cheese_amount,cooking_temp,diameter,sauce_coverage,1.0,8.0,400.0,8.0,50.0,30.0,24.0,900.0,24.0,100.0
landscape_lighting,Imagine you are Queen Tomyris. Which landscape lighting system would you prefer?,lumens_output,beam_spread,color_temperature,expected_lifetime,weather_resistance,100.0,15.0,2000.0,10000.0,44.0,1500.0,120.0,6000.0,50000.0,68.0
litter_box,Imagine you are Mary Wollstonecraft. Which cat litter box would you prefer?,entry_height,interior_depth,total_capacity,odor_control_rating,cleaning_ease_rating,3.0,2.0,200.0,1.0,1.0,12.0,8.0,1000.0,10.0,10.0
medical_alert_bracelet,Imagine you are Lizzo. Which medical alert bracelet would you prefer?,band_width,text_size,durability_rating,water_resistance,clasp_strength,6.0,8.0,1.0,1.0,2.0,20.0,16.0,10.0,100.0,10.0
chandelier,Imagine you are Samantha Stevens. Which chandelier would you prefer for your dining room?,light_output,diameter,chain_length,number_of_bulbs,crystal_count,2000.0,20.0,12.0,3.0,50.0,8000.0,48.0,72.0,16.0,500.0
serving_tray,Imagine you are Matilda Wormwood. Which serving tray would you prefer?,length,weight_capacity,grip_security,stain_resistance,rim_height,12.0,5.0,1.0,1.0,0.5,24.0,25.0,10.0,10.0,2.0
sunshade,Imagine you are Jessica Fletcher. Which windshield sunshade would you prefer?,heat_reduction,uv_blocking,fold_size,setup_time,coverage_area,20.0,90.0,50.0,5.0,800.0,50.0,99.0,200.0,30.0,1200.0
heated_jacket,Imagine you are Chang'e. Which heated jacket would you prefer?,battery_life,heat_settings,max_temperature,heating_zones,charge_time,2.0,1.0,100.0,1.0,1.0,12.0,5.0,140.0,8.0,8.0
scuba_tank,Imagine you are Edmonia Lewis. Which scuba tank would you prefer?,air_capacity,tank_weight,max_operating_depth,service_life,buoyancy_factor,50.0,25.0,130.0,10.0,2.0,100.0,40.0,300.0,25.0,6.0
chopsticks,Imagine you are Storm. Which pair of chopsticks would you prefer?,length,grip_texture,tip_precision,heat_resistance,durability,180.0,1.0,1.0,60.0,3.0,250.0,10.0,10.0,250.0,60.0
whipped_cream_dispenser,Imagine you are a pastry chef. Which whipped cream dispenser would you prefer?,container_capacity,dispensing_speed,cream_texture_consistency,number_of_decorating_tips,thermal_insulation,250.0,10.0,1.0,1.0,1.0,1000.0,50.0,10.0,6.0,8.0
dip,Imagine you are Patty Chase. Which party dip would you prefer?,spiciness_level,creaminess_rating,vegetable_content,protein_content,shelf_life,1.0,1.0,0.0,0.0,3.0,10.0,10.0,100.0,15.0,14.0
watercolor_paper,Imagine you are Sekhmet. Which watercolor paper would you prefer?,paper_weight,water_absorption,surface_texture_depth,color_lifting_resistance,sizing_strength,140.0,100.0,10.0,5.0,20.0,640.0,300.0,500.0,50.0,120.0
rv,Imagine you are Coatlicue. Which RV would you prefer?,interior_length,sleeping_capacity,fuel_efficiency,fresh_water_capacity,storage_capacity,15.0,2.0,6.0,20.0,50.0,45.0,8.0,15.0,100.0,200.0
lightning_cable,Imagine you are John McClane. Which Lightning cable would you prefer?,cable_length,charging_speed,flexibility,strain_relief_length,connector_durability,1.0,12.0,1000.0,5.0,1000.0,10.0,30.0,10000.0,25.0,12000.0
flyer,Imagine you are a professional genealogist. Which promotional flyer design would you prefer?,image_count,text_size,white_space,color_contrast,information_density,1.0,10.0,10.0,3.0,5.0,8.0,24.0,50.0,21.0,30.0
condo,Imagine you are Marsellus Wallace. Which condo would you prefer to buy?,square_footage,natural_light,floor_level,walk_score,age_of_building,400.0,1.0,1.0,0.0,0.0,3000.0,12.0,50.0,100.0,100.0
jigsaw_puzzle,Imagine you are Heracles. Which jigsaw puzzle would you prefer?,piece_count,piece_thickness,image_clarity,box_storage_quality,piece_fit_tightness,100.0,1.2,300.0,1.0,20.0,5000.0,2.5,1200.0,20.0,100.0
facial_hair_remover,Imagine you are Walter Sobchak. Which electric facial hair remover would you prefer?,runtime,cutting_head_width,blade_durability,water_resistance_rating,precision_settings,30.0,20.0,3.0,4.0,3.0,120.0,50.0,12.0,8.0,12.0
parchment_paper,Imagine you are a sports statistician. Which parchment paper would you prefer?,heat_resistance,width,roll_length,non_stick_rating,thickness,400.0,12.0,30.0,80.0,30.0,500.0,18.0,200.0,99.0,60.0
